Genre,Reports,Processed_Reports,Age,Year,Gender,Nationality,Gpa_Label,Char_Count,Word_Count,Average_Word_Length,Average_Sentence_Length,Sentiment_Score,Subjectivity_Score,Sentiment_Label,Cluster,Emotion_Scores,Emotion_Polarity,Emotion_Label,Gpa_Label_Num
Financial Support," The interest on my student loans is so high, it's going to take me decades to pay them off.",interest student loan high going take decade pay,21,2,M,Egypt,F,48,8,5.125,48.0,0.16,0.5399999999999999,Positive,0,"(0.16, 0.5399999999999999)",0.16,Positive,0
Financial Support, I'm constantly worried about having enough money to pay my bills and afford my education at the same time.,constantly worried enough money pay bill afford education time,27,4,F,Egypt,B,62,9,6.0,62.0,0.0,0.41666666666666663,Neutral,0,"(0.0, 0.41666666666666663)",0.0,Neutral,3
Financial Support," I received a letter threatening to drop me from my classes because I couldn't make a payment on time, even though I've been doing everything I can to keep up with my expenses.",received letter threatening drop class couldnt make payment time even though everything keep expense,26,3,F,Egypt,B,100,14,6.214285714285714,100.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,3
Financial Support," It's frustrating that I have to work so many hours just to make ends meet, and it's taking away from my study time.",frustrating work many hour make end meet taking away study time,16,5,F,Egypt,F,63,11,4.818181818181818,63.0,0.04999999999999999,0.7,Positive,0,"(0.04999999999999999, 0.7)",0.04999999999999999,Positive,0
Financial Support,I'm struggling to pay for college because there aren't enough scholarships available for students in my program.,struggling pay college arent enough scholarship available student program,25,3,M,Egypt,C,73,9,7.222222222222222,73.0,0.2,0.45,Neutral,0,"(0.2, 0.45)",0.2,Positive,2
Financial Support,The financial aid application process is so confusing and time-consuming.,financial aid application process confusing timeconsuming,26,2,F,Egypt,B,57,6,8.666666666666666,57.0,-0.15,0.2,Neutral,0,"(-0.15, 0.2)",-0.15,Negative,3
Financial Support,I've been hit hard by student loan debt and it's affecting my ability to focus on my studies.,hit hard student loan debt affecting ability focus study,19,2,F,Egypt,D,56,9,5.333333333333333,56.0,-0.2916666666666667,0.5416666666666666,Negative,0,"(-0.2916666666666667, 0.5416666666666666)",-0.2916666666666667,Negative,1
Financial Support,I've been living on a tight budget since starting college and it's really stressful.,living tight budget since starting college really stressful,16,1,F,Egypt,C,59,8,6.5,59.0,0.007142857142857145,0.1952380952380952,Neutral,0,"(0.007142857142857145, 0.1952380952380952)",0.007142857142857145,Positive,2
Financial Support,I keep receiving financial warnings even though I'm making regular payments on my tuition and fees.,keep receiving financial warning even though making regular payment tuition fee,16,4,M,Egypt,D,79,11,6.2727272727272725,79.0,0.0,0.038461538461538464,Neutral,0,"(0.0, 0.038461538461538464)",0.0,Neutral,1
Financial Support,The cost of textbooks and other materials is so high that it's hard to afford them all.,cost textbook material high hard afford,20,5,F,Egypt,F,39,6,5.666666666666667,39.0,-0.06583333333333334,0.5408333333333333,Negative,0,"(-0.06583333333333334, 0.5408333333333333)",-0.06583333333333334,Negative,0
Financial Support,It's hard to find part-time work that pays enough to cover my expenses while in school.,hard find parttime work pay enough cover expense school,24,2,M,Egypt,B,55,9,5.222222222222222,55.0,-0.14583333333333334,0.5208333333333333,Negative,0,"(-0.14583333333333334, 0.5208333333333333)",-0.14583333333333334,Negative,3
Financial Support,I'm worried about how I'm going to afford rent and utilities once I graduate and have to start paying back my loans.,worried going afford rent utility graduate start paying back loan,18,3,M,Egypt,B,65,10,5.6,65.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,3
Financial Support,"I don't qualify for many scholarships because of my major, which is frustrating.",qualify many scholarship major frustrating,21,3,M,Egypt,F,42,5,7.6,42.0,0.05416666666666666,0.6333333333333333,Positive,0,"(0.05416666666666666, 0.6333333333333333)",0.05416666666666666,Positive,0
Financial Support," The financial aid office is always so crowded and understaffed, making it difficult to get the help I need.",financial aid office always crowded understaffed making difficult get help need,27,2,F,Egypt,A,79,11,6.2727272727272725,79.0,-0.25,0.5,Neutral,0,"(-0.25, 0.5)",-0.25,Negative,4
Financial Support, I feel like I'm drowning in debt and there's no way out.,feel like drowning debt there way,25,4,F,Egypt,F,33,6,4.666666666666667,33.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,0
Financial Support," Even with financial aid, I'm struggling to make ends meet while in college.",even financial aid struggling make end meet college,16,2,M,Egypt,D,51,8,5.5,51.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,1
Financial Support, I'm constantly worried about money and it's affecting my mental health.,constantly worried money affecting mental health,17,4,F,Egypt,C,48,6,7.166666666666667,48.0,-0.05,0.26666666666666666,Neutral,0,"(-0.05, 0.26666666666666666)",-0.05,Negative,2
Financial Support, The college's policies around financial aid and scholarships are confusing and unfair.,college policy around financial aid scholarship confusing unfair,23,1,F,Egypt,B,64,8,7.125,64.0,-0.26666666666666666,0.4666666666666666,Neutral,0,"(-0.26666666666666666, 0.4666666666666666)",-0.26666666666666666,Negative,3
Financial Support," I've had to take on multiple jobs just to make ends meet, which leaves little time for studying and extracurricular activities.",take multiple job make end meet leaf little time studying extracurricular activity,20,2,M,Egypt,A,82,12,5.916666666666667,82.0,-0.09375,0.25,Neutral,0,"(-0.09375, 0.25)",-0.09375,Negative,4
Financial Support, I'm worried about how I'm going to pay off my student loans once I graduate.,worried going pay student loan graduate,20,5,F,Egypt,C,39,6,5.666666666666667,39.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,2
Financial Support," The cost of living in the area surrounding the college is too high, making it hard to afford basic necessities.",cost living area surrounding college high making hard afford basic necessity,26,1,F,Egypt,C,76,11,6.0,76.0,-0.043888888888888894,0.4022222222222222,Neutral,0,"(-0.043888888888888894, 0.4022222222222222)",-0.043888888888888894,Negative,2
Financial Support, I wish there were more opportunities for students to earn money through on-campus jobs.,wish opportunity student earn money oncampus job,25,2,M,Egypt,B,48,7,6.0,48.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,3
Financial Support, I'm constantly stressed about money and it's taking a toll on my academic performance.,constantly stressed money taking toll academic performance,20,3,F,Egypt,D,58,7,7.428571428571429,58.0,0.0,0.16666666666666666,Neutral,2,"(0.0, 0.16666666666666666)",0.0,Neutral,1
Financial Support, The financial aid process is so overwhelming that I don't even know where to start.,financial aid process overwhelming even know start,21,1,F,Egypt,B,50,7,6.285714285714286,50.0,0.25,0.5,Neutral,0,"(0.25, 0.5)",0.25,Positive,3
Financial Support, I'm barely able to afford food and other basic necessities on top of tuition and fees.,barely able afford food basic necessity top tuition fee,25,3,F,Egypt,D,55,9,5.222222222222222,55.0,0.3333333333333333,0.4166666666666667,Neutral,0,"(0.3333333333333333, 0.4166666666666667)",0.3333333333333333,Positive,1
Financial Support, I wish there were more financial literacy courses offered to students.,wish financial literacy course offered student,27,5,F,Egypt,F,46,6,6.833333333333333,46.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,0
Financial Support, It's frustrating that the college charges so much for things like parking permits and meal plans.,frustrating college charge much thing like parking permit meal plan,16,1,M,Egypt,F,67,10,5.8,67.0,-0.1,0.55,Negative,0,"(-0.1, 0.55)",-0.1,Negative,0
Financial Support, I'm worried that I won't be able to graduate on time because I can't afford the classes I need.,worried wont able graduate time cant afford class need,16,3,F,Egypt,D,54,9,5.111111111111111,54.0,0.5,0.625,Positive,0,"(0.5, 0.625)",0.5,Positive,1
Financial Support, The college's scholarship application process is so competitive that it feels like there's no point in even trying.,college scholarship application process competitive feel like there point even trying,26,4,M,Egypt,C,85,11,6.818181818181818,85.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,2
Financial Support, It's unfair that some students are able to afford all the materials they need while others can't.,unfair student able afford material need others cant,19,2,M,Egypt,C,52,8,5.625,52.0,0.0,0.8125,Neutral,0,"(0.0, 0.8125)",0.0,Neutral,2
Financial Support, I'm struggling to balance my part-time job with my coursework and it's affecting my grades.,struggling balance parttime job coursework affecting grade,23,1,F,Egypt,D,58,7,7.428571428571429,58.0,0.0,0.0,Neutral,2,"(0.0, 0.0)",0.0,Neutral,1
Financial Support," The financial aid office is always changing its policies, making it hard to keep up.",financial aid office always changing policy making hard keep,24,3,M,Egypt,B,60,9,5.777777777777778,60.0,-0.14583333333333334,0.2708333333333333,Neutral,0,"(-0.14583333333333334, 0.2708333333333333)",-0.14583333333333334,Negative,3
Financial Support, I wish the college offered more opportunities for students to earn money through paid internships and co-ops.,wish college offered opportunity student earn money paid internship coop,23,5,F,Egypt,D,72,10,6.3,72.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,1
Financial Support," I'm constantly worried about how I'm going to pay for unexpected expenses, like medical bills or car repairs.",constantly worried going pay unexpected expense like medical bill car repair,26,1,M,Egypt,F,76,11,6.0,76.0,0.03333333333333333,0.4444444444444444,Neutral,0,"(0.03333333333333333, 0.4444444444444444)",0.03333333333333333,Positive,0
Financial Support,"I'm really struggling to pay for my tuition without any financial aid or scholarships, and it's causing me a lot of stress and anxiety.",really struggling pay tuition without financial aid scholarship causing lot stress anxiety,22,5,M,Egypt,B,90,12,6.583333333333333,90.0,0.1,0.1,Neutral,2,"(0.1, 0.1)",0.1,Positive,3
Financial Support,"The financial aid application process is so complicated and time-consuming, it's almost not worth it.",financial aid application process complicated timeconsuming almost worth,23,4,M,Egypt,F,72,8,8.125,72.0,-0.06666666666666667,0.3666666666666667,Neutral,0,"(-0.06666666666666667, 0.3666666666666667)",-0.06666666666666667,Negative,0
Financial Support,I feel like I'm drowning in student loan debt and it's going to take me years to pay it all off.,feel like drowning student loan debt going take year pay,21,4,F,Egypt,B,56,10,4.7,56.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,3
Financial Support,"Managing my finances as a college student is a constant struggle, especially with the rising cost of living.",managing finance college student constant struggle especially rising cost living,16,4,F,Egypt,F,80,10,7.1,80.0,0.0,0.6666666666666666,Neutral,0,"(0.0, 0.6666666666666666)",0.0,Neutral,0
Financial Support,"Despite my best efforts to budget and save money, unexpected expenses keep popping up and throwing me off track.",despite best effort budget save money unexpected expense keep popping throwing track,21,3,M,Egypt,C,84,12,6.083333333333333,84.0,0.55,0.65,Positive,0,"(0.55, 0.65)",0.55,Positive,2
Financial Support,"I received a financial warning for a late payment even though I had already paid my bill, and it's causing me a lot of frustration and confusion.",received financial warning late payment even though already paid bill causing lot frustration confusion,27,3,F,Egypt,A,103,14,6.428571428571429,103.0,-0.15,0.3,Neutral,0,"(-0.15, 0.3)",-0.15,Negative,4
Financial Support,"I had to take out a private loan to pay for my tuition because I didn't qualify for enough financial aid, and now I'm worried about how I'm going to pay it back.",take private loan pay tuition didnt qualify enough financial aid worried going pay back,19,4,M,Egypt,B,87,14,5.285714285714286,87.0,0.0,0.21875,Neutral,0,"(0.0, 0.21875)",0.0,Neutral,3
Financial Support,"The cost of textbooks and other course materials is so high, it's hard to afford everything I need for class.",cost textbook course material high hard afford everything need class,24,5,F,Egypt,B,68,10,5.9,68.0,-0.06583333333333334,0.5408333333333333,Negative,2,"(-0.06583333333333334, 0.5408333333333333)",-0.06583333333333334,Negative,3
Financial Support,I wish there were more scholarship opportunities available for students like me who don't come from wealthy backgrounds.,wish scholarship opportunity available student like come wealthy background,22,1,F,Egypt,A,75,9,7.444444444444445,75.0,0.45,0.7,Positive,0,"(0.45, 0.7)",0.45,Positive,4
Financial Support, I'm hesitant to apply for financial aid because I don't want to take on more student loan debt than I can handle.,hesitant apply financial aid want take student loan debt handle,19,4,M,Egypt,A,63,10,5.4,63.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,4
Financial Support," Even though I received some financial aid, it's still not enough to cover all of my expenses, and I'm struggling to make ends meet.",even though received financial aid still enough cover expense struggling make end meet,25,5,F,Egypt,C,86,13,5.6923076923076925,86.0,0.0,0.25,Neutral,0,"(0.0, 0.25)",0.0,Neutral,2
Financial Support, I'm frustrated with the lack of transparency when it comes to how my tuition and fees are being spent by the university.,frustrated lack transparency come tuition fee spent university,27,4,F,Egypt,C,62,8,6.875,62.0,-0.39999999999999997,0.15000000000000002,Neutral,0,"(-0.39999999999999997, 0.15000000000000002)",-0.39999999999999997,Negative,2
Financial Support," The financial aid office is always so busy and understaffed, it's hard to get the help and support I need.",financial aid office always busy understaffed hard get help support need,17,5,F,Egypt,B,72,11,5.636363636363637,72.0,-0.0638888888888889,0.2805555555555555,Neutral,0,"(-0.0638888888888889, 0.2805555555555555)",-0.0638888888888889,Negative,3
Financial Support, I'm worried that I won't be able to afford to attend this university next semester if tuition rates continue to increase.,worried wont able afford attend university next semester tuition rate continue increase,25,3,F,Egypt,B,87,12,6.333333333333333,87.0,0.25,0.3125,Neutral,0,"(0.25, 0.3125)",0.25,Positive,3
Financial Support, I wish there were more resources available to help me learn how to manage my finances as a college student.,wish resource available help learn manage finance college student,21,5,F,Egypt,B,65,9,6.333333333333333,65.0,0.4,0.4,Neutral,0,"(0.4, 0.4)",0.4,Positive,3
Financial Support, The stress of paying for college is causing me to lose sleep and focus on my studies.,stress paying college causing lose sleep focus study,22,3,F,Egypt,A,52,8,5.625,52.0,0.0,0.0,Neutral,2,"(0.0, 0.0)",0.0,Neutral,4
Financial Support, I'm frustrated that I have to work multiple jobs just to pay for my tuition and basic living expenses.,frustrated work multiple job pay tuition basic living expense,26,2,F,France,A,61,9,5.888888888888889,61.0,-0.2333333333333333,0.10833333333333334,Neutral,0,"(-0.2333333333333333, 0.10833333333333334)",-0.2333333333333333,Negative,4
Financial Support, It's hard to focus on my studies when I'm constantly worried about how I'm going to pay for everything.,hard focus study constantly worried going pay everything,18,3,F,France,C,56,8,6.125,56.0,-0.14583333333333334,0.4375,Neutral,0,"(-0.14583333333333334, 0.4375)",-0.14583333333333334,Negative,2
Financial Support," I received a letter stating that I owe more money than I thought I did, and it's causing me a lot of financial stress.",received letter stating owe money thought causing lot financial stress,26,1,M,France,C,70,10,6.1,70.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,2
Financial Support, The lack of financial resources and support for low-income students is really disheartening.,lack financial resource support lowincome student really disheartening,19,5,M,France,C,70,8,7.875,70.0,0.1,0.1,Neutral,0,"(0.1, 0.1)",0.1,Positive,2
Financial Support, I feel like I'm constantly in a cycle of debt and it's hard to see a way out.,feel like constantly cycle debt hard see way,23,1,F,France,C,44,8,4.625,44.0,-0.14583333333333334,0.4375,Neutral,0,"(-0.14583333333333334, 0.4375)",-0.14583333333333334,Negative,2
Financial Support, I'm worried that I won't be able to pursue my dream career because I can't afford to attend graduate school.,worried wont able pursue dream career cant afford attend graduate school,24,1,M,France,D,72,11,5.636363636363637,72.0,0.5,0.625,Positive,0,"(0.5, 0.625)",0.5,Positive,1
Financial Support," Even though I have a job, it's still not enough to cover all of my expenses, and I'm struggling to make ends meet.",even though job still enough cover expense struggling make end meet,20,2,M,France,A,67,11,5.181818181818182,67.0,0.0,0.5,Neutral,0,"(0.0, 0.5)",0.0,Neutral,4
Financial Support, I'm frustrated that I have to choose between working to pay for my tuition and having enough time to study and succeed in my classes.,frustrated choose working pay tuition enough time study succeed class,25,2,M,France,D,69,10,6.0,69.0,-0.35,0.35,Neutral,0,"(-0.35, 0.35)",-0.35,Negative,1
Financial Support, The financial burden of college is causing a lot of students to drop out or take longer to complete their degree.,financial burden college causing lot student drop take longer complete degree,21,2,M,France,F,77,11,6.090909090909091,77.0,0.05,0.2,Neutral,0,"(0.05, 0.2)",0.05,Positive,0
Financial Support, I wish there were more financial workshops and resources available on campus to help students learn about managing their money.,wish financial workshop resource available campus help student learn managing money,23,2,M,France,C,83,11,6.636363636363637,83.0,0.2,0.2,Neutral,0,"(0.2, 0.2)",0.2,Positive,2
Financial Support, The constant worry and stress about finances is taking a toll on my mental health.,constant worry stress finance taking toll mental health,17,5,F,France,F,55,8,6.0,55.0,-0.05,0.26666666666666666,Neutral,0,"(-0.05, 0.26666666666666666)",-0.05,Negative,0
Financial Support," I received a financial aid award that was much lower than I expected, and it's causing me a lot of financial strain.",received financial aid award much lower expected causing lot financial strain,22,3,M,France,B,77,11,6.090909090909091,77.0,0.025,0.15000000000000002,Neutral,0,"(0.025, 0.15000000000000002)",0.025,Positive,3
Financial Support, The thought of graduating with thousands of dollars in student loan debt is really scary and overwhelming.,thought graduating thousand dollar student loan debt really scary overwhelming,27,4,M,France,B,78,10,6.9,78.0,0.0,1.0,Neutral,0,"(0.0, 1.0)",0.0,Neutral,3
Financial Support, I'm frustrated that students who come from wealthy families have an easier time affording college and accessing,frustrated student come wealthy family easier time affording college accessing,27,1,M,France,B,78,10,6.9,78.0,-0.09999999999999998,0.6,Negative,0,"(-0.09999999999999998, 0.6)",-0.09999999999999998,Negative,3
Health and Well-being Support, It's frustrating that my health insurance doesn't cover all of my medical expenses.,frustrating health insurance cover medical expense,27,1,F,France,A,50,6,7.5,50.0,-0.2,0.45,Neutral,0,"(-0.2, 0.45)",-0.2,Negative,4
Health and Well-being Support,It's frustrating that my health insurance doesn't cover all of my medical expenses.,frustrating health insurance cover medical expense,27,5,F,France,B,50,6,7.5,50.0,-0.2,0.45,Neutral,0,"(-0.2, 0.45)",-0.2,Negative,3
Health and Well-being Support,I'm struggling to pay for my medical expenses on top of my tuition and other bills.,struggling pay medical expense top tuition bill,24,4,M,France,B,47,7,5.857142857142857,47.0,0.25,0.25,Neutral,0,"(0.25, 0.25)",0.25,Positive,3
Health and Well-being Support,I wish the university offered better mental health care access for students.,wish university offered better mental health care access student,21,5,F,France,B,64,9,6.222222222222222,64.0,0.2,0.35,Neutral,1,"(0.2, 0.35)",0.2,Positive,3
Health and Well-being Support,It's difficult to find affordable mental health care services.,difficult find affordable mental health care service,22,4,F,France,A,52,7,6.571428571428571,52.0,-0.3,0.6,Negative,1,"(-0.3, 0.6)",-0.3,Negative,4
Health and Well-being Support,I'm concerned about the quality of mental health care I can afford.,concerned quality mental health care afford,17,1,F,France,B,43,6,6.333333333333333,43.0,-0.1,0.2,Neutral,1,"(-0.1, 0.2)",-0.1,Negative,3
Health and Well-being Support,I can't afford the medical treatments I need without financial assistance.,cant afford medical treatment need without financial assistance,20,5,M,France,B,63,8,7.0,63.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,3
Health and Well-being Support,It's frustrating that mental health care isn't covered under my insurance plan.,frustrating mental health care isnt covered insurance plan,27,3,M,France,A,58,8,6.375,58.0,-0.25,0.55,Negative,1,"(-0.25, 0.55)",-0.25,Negative,4
Health and Well-being Support,I've been denied coverage for my medical expenses and it's causing me a lot of stress.,denied coverage medical expense causing lot stress,23,3,F,France,C,50,7,6.285714285714286,50.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,2
Health and Well-being Support,I feel like the university should do more to help students with their medical expenses.,feel like university help student medical expense,24,2,M,France,F,49,7,6.142857142857143,49.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,0
Health and Well-being Support, I'm worried about my mental health but can't afford to get the care I need.,worried mental health cant afford get care need,26,2,M,France,B,47,8,5.0,47.0,-0.1,0.2,Neutral,1,"(-0.1, 0.2)",-0.1,Negative,3
Health and Well-being Support, The cost of medical treatment is preventing me from getting the care I need.,cost medical treatment preventing getting care need,24,4,F,France,C,51,7,6.428571428571429,51.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,2
Health and Well-being Support, I'm struggling to find a mental health care provider that accepts my insurance.,struggling find mental health care provider accepts insurance,17,5,F,France,B,61,8,6.75,61.0,-0.1,0.2,Neutral,1,"(-0.1, 0.2)",-0.1,Negative,3
Health and Well-being Support, It's frustrating that mental health care is still stigmatized and not readily available.,frustrating mental health care still stigmatized readily available,22,4,F,France,B,66,8,7.375,66.0,-0.033333333333333326,0.5,Neutral,1,"(-0.033333333333333326, 0.5)",-0.033333333333333326,Negative,3
Health and Well-being Support, I wish the university had more resources for students who need mental health care.,wish university resource student need mental health care,18,3,F,France,F,56,8,6.125,56.0,-0.1,0.2,Neutral,1,"(-0.1, 0.2)",-0.1,Negative,0
Health and Well-being Support, The cost of medication and therapy is causing me a lot of financial stress.,cost medication therapy causing lot financial stress,16,4,F,France,D,52,7,6.571428571428571,52.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,1
Health and Well-being Support, I'm worried about my ability to pay for my medical expenses and stay in school.,worried ability pay medical expense stay school,19,2,M,France,D,47,7,5.857142857142857,47.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,1
Health and Well-being Support, It's unfair that some students have to choose between their health and their education.,unfair student choose health education,21,4,F,France,F,38,5,6.8,38.0,-0.5,1.0,Negative,0,"(-0.5, 1.0)",-0.5,Negative,0
Health and Well-being Support, I'm having a hard time finding a mental health care provider who is accepting new patients.,hard time finding mental health care provider accepting new patient,19,5,M,France,D,67,10,5.8,67.0,-0.08510101010101012,0.3987373737373738,Neutral,1,"(-0.08510101010101012, 0.3987373737373738)",-0.08510101010101012,Negative,1
Health and Well-being Support, The university's mental health care services are understaffed and overbooked.,university mental health care service understaffed overbooked,18,4,F,France,D,61,7,7.857142857142857,61.0,-0.1,0.2,Neutral,1,"(-0.1, 0.2)",-0.1,Negative,1
Health and Well-being Support, I wish there were more affordable options for mental health care in the area.,wish affordable option mental health care area,26,4,F,France,C,46,7,5.714285714285714,46.0,-0.1,0.2,Neutral,1,"(-0.1, 0.2)",-0.1,Negative,2
Health and Well-being Support, It's frustrating that I have to pay for my medical expenses out of pocket and then wait for reimbursement.,frustrating pay medical expense pocket wait reimbursement,26,4,F,France,F,57,7,7.285714285714286,57.0,-0.2,0.45,Neutral,0,"(-0.2, 0.45)",-0.2,Negative,0
Health and Well-being Support, I'm worried about the long-term financial impact of my medical expenses and student loans.,worried longterm financial impact medical expense student loan,25,4,M,France,C,62,8,6.875,62.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,2
Health and Well-being Support, I feel like I'm drowning in medical debt and can't see a way out.,feel like drowning medical debt cant see way,16,3,M,France,F,44,8,4.625,44.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,0
Health and Well-being Support, The lack of affordable health insurance options for students is unacceptable.,lack affordable health insurance option student unacceptable,21,1,M,France,C,60,7,7.714285714285714,60.0,0.0,0.0,Neutral,1,"(0.0, 0.0)",0.0,Neutral,2
Health and Well-being Support, I'm concerned about the quality of care I can receive with the limited insurance options available to me.,concerned quality care receive limited insurance option available,16,3,F,France,B,65,8,7.25,65.0,0.1642857142857143,0.27142857142857146,Neutral,1,"(0.1642857142857143, 0.27142857142857146)",0.1642857142857143,Positive,3
Health and Well-being Support, I feel like my mental health care needs aren't being taken seriously by my insurance provider.,feel like mental health care need arent taken seriously insurance provider,25,1,F,France,B,74,11,5.818181818181818,74.0,-0.21666666666666667,0.43333333333333335,Neutral,1,"(-0.21666666666666667, 0.43333333333333335)",-0.21666666666666667,Negative,3
Health and Well-being Support, I'm struggling to find a medication that works for me and doesn't break the bank.,struggling find medication work break bank,27,1,M,France,A,42,6,6.166666666666667,42.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,4
Health and Well-being Support," It's frustrating that the cost of medical treatment is so high, even with insurance.",frustrating cost medical treatment high even insurance,25,1,M,France,B,54,7,6.857142857142857,54.0,-0.08,0.48,Neutral,0,"(-0.08, 0.48)",-0.08,Negative,3
Health and Well-being Support, I wish there were more options for affordable mental health care outside of the university.,wish option affordable mental health care outside university,16,4,F,France,B,60,8,6.625,60.0,-0.05,0.125,Neutral,1,"(-0.05, 0.125)",-0.05,Negative,3
Health and Well-being Support, I'm worried that I won't be able to afford the medical treatments I need if my insurance doesn't cover them.,worried wont able afford medical treatment need insurance cover,22,1,M,France,C,63,9,6.111111111111111,63.0,0.25,0.3125,Neutral,0,"(0.25, 0.3125)",0.25,Positive,2
Health and Well-being Support,I'm really frustrated with the lack of coverage in my health insurance plan. I've had to pay out of pocket for so many medical expenses that should have been covered.,really frustrated lack coverage health insurance plan pay pocket many medical expense covered,24,1,F,France,B,93,13,6.230769230769231,93.0,-0.06666666666666665,0.2333333333333333,Neutral,0,"(-0.06666666666666665, 0.2333333333333333)",-0.06666666666666665,Negative,3
Health and Well-being Support,"The cost of my medical expenses is really overwhelming. Even with my insurance, I still have to pay so much for doctor visits, medications, and treatments.",cost medical expense really overwhelming even insurance still pay much doctor visit medication treatment,24,2,M,France,A,104,14,6.5,104.0,0.2333333333333333,0.39999999999999997,Neutral,0,"(0.2333333333333333, 0.39999999999999997)",0.2333333333333333,Positive,4
Health and Well-being Support,"I've been struggling with mental health issues for a while now, but I don't have access to affordable mental health care. It's really discouraging and makes me feel like I'm not being taken seriously.",struggling mental health issue access affordable mental health care really discouraging make feel like taken seriously,24,1,F,France,B,118,16,6.4375,118.0,-0.08333333333333333,0.31666666666666665,Neutral,1,"(-0.08333333333333333, 0.31666666666666665)",-0.08333333333333333,Negative,3
Health and Well-being Support,"Dealing with a chronic illness is already difficult enough, but the added stress of medical expenses is almost unbearable. I'm constantly worried about how I'm going to pay for my treatment.",dealing chronic illness already difficult enough added stress medical expense almost unbearable constantly worried going pay treatment,25,4,M,France,B,134,17,6.9411764705882355,134.0,-0.125,0.4583333333333333,Neutral,0,"(-0.125, 0.4583333333333333)",-0.125,Negative,3
Health and Well-being Support,"I wish there were more options for mental health care on campus. It's hard to find affordable therapy or counseling, and the wait times for appointments are way too long.",wish option mental health care campus hard find affordable therapy counseling wait time appointment way long,19,1,M,France,B,108,16,5.8125,108.0,-0.14722222222222223,0.38055555555555554,Neutral,1,"(-0.14722222222222223, 0.38055555555555554)",-0.14722222222222223,Negative,3
Health and Well-being Support,"I had to go to the emergency room for a medical emergency, and now I'm facing a huge bill that I don't know how to pay. It's really scary and overwhelming.",go emergency room medical emergency facing huge bill know pay really scary overwhelming,19,4,F,France,F,87,13,5.769230769230769,87.0,0.10000000000000002,0.725,Positive,0,"(0.10000000000000002, 0.725)",0.10000000000000002,Positive,0
Health and Well-being Support,"I've been trying to find a specialist for a specific medical condition, but it's been really difficult. There are limited options in my area and the ones that are available are really expensive.",trying find specialist specific medical condition really difficult limited option area one available really expensive,18,3,F,France,F,117,15,6.866666666666666,117.0,-0.1119047619047619,0.39464285714285713,Neutral,1,"(-0.1119047619047619, 0.39464285714285713)",-0.1119047619047619,Negative,0
Health and Well-being Support,"Mental health care should be a priority for universities, but it often feels like an afterthought. I wish there was more funding and resources dedicated to this important issue.",mental health care priority university often feel like afterthought wish funding resource dedicated important issue,22,3,F,France,B,115,15,6.733333333333333,115.0,0.15000000000000002,0.6,Positive,0,"(0.15000000000000002, 0.6)",0.15000000000000002,Positive,3
Health and Well-being Support,"I've been experiencing some medical symptoms that I'm really worried about, but I can't afford to see a doctor. It's frustrating and scary to feel like my health is out of my control.",experiencing medical symptom really worried cant afford see doctor frustrating scary feel like health control,27,3,M,France,F,109,15,6.333333333333333,109.0,-0.175,0.525,Negative,0,"(-0.175, 0.525)",-0.175,Negative,0
Health and Well-being Support," Even with health insurance, I'm constantly getting hit with unexpected medical bills. It's hard to budget for something when you don't even know what the cost will be.",even health insurance constantly getting hit unexpected medical bill hard budget something even know cost,27,3,F,France,C,105,15,6.066666666666666,105.0,-0.04791666666666667,0.46875,Neutral,0,"(-0.04791666666666667, 0.46875)",-0.04791666666666667,Negative,2
Health and Well-being Support, It's really frustrating that mental health care is often seen as a luxury rather than a necessity. We should be investing more in mental health resources and support for students.,really frustrating mental health care often seen luxury rather necessity investing mental health resource support student,26,4,F,France,B,121,16,6.625,121.0,-0.19999999999999998,0.43333333333333335,Neutral,1,"(-0.19999999999999998, 0.43333333333333335)",-0.19999999999999998,Negative,3
